L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
7960,1460,78,4,3,888,0.04,0.0,N,F,1996-07-28,1996-08-27,1996-07-31,TAKE BACK RETURN,REG AIR,regular customer request
16933,1575,84,1,23,797,0.03,0.08,N,F,1997-08-28,1997-09-27,1997-09-13,NONE,MAIL,customer compliant regarding quality
3326,1504,4,4,7,786,0.0,0.06,R,O,1992-07-03,1992-08-09,1992-07-26,COLLECT COD,TRUCK,delayed by supplier
1283,528,47,3,47,391,0.04,0.02,N,F,1993-06-27,1993-08-17,1993-07-02,TAKE BACK RETURN,TRUCK,delayed by supplier
3792,468,40,1,20,270,0.1,0.02,R,O,1996-02-25,1996-04-02,1996-02-27,NONE,MAIL,customer compliant regarding quality
3844,607,52,2,6,399,0.03,0.08,A,F,1997-01-27,1997-03-14,1997-02-09,TAKE BACK RETURN,RAIL,customer compliant regarding quality
6838,767,6,1,39,430,0.05,0.04,N,O,1995-11-17,1995-12-31,1995-11-21,DELIVER IN PERSON,SHIP,fragile items inside
15789,245,12,5,44,324,0.01,0.06,A,O,1995-10-01,1995-11-21,1995-10-06,COLLECT COD,AIR,customer compliant regarding quality
10253,1980,28,4,41,474,0.02,0.04,A,O,1998-12-08,1998-12-28,1998-12-15,TAKE BACK RETURN,RAIL,regular customer request
8376,226,50,2,41,844,0.02,0.01,N,F,1993-07-15,1993-08-06,1993-08-01,NONE,SHIP,check packaging carefully
4844,1032,36,1,3,884,0.1,0.02,R,O,1996-03-22,1996-05-03,1996-03-30,NONE,SHIP,urgent delivery needed
15850,989,70,1,21,412,0.05,0.02,N,O,1995-05-13,1995-07-02,1995-05-24,TAKE BACK RETURN,MAIL,check packaging carefully
13098,1647,54,3,31,369,0.1,0.01,N,O,1995-09-09,1995-10-22,1995-09-14,TAKE BACK RETURN,MAIL,customer compliant regarding quality
5528,983,58,7,48,108,0.1,0.08,R,O,1992-05-25,1992-07-08,1992-06-02,DELIVER IN PERSON,FOB,delayed by supplier
16702,823,93,7,3,891,0.1,0.04,N,F,1993-06-18,1993-07-19,1993-06-23,NONE,RAIL,customer compliant regarding quality
35,712,23,2,37,543,0.05,0.0,R,O,1996-10-11,1996-11-12,1996-10-13,TAKE BACK RETURN,REG AIR,customer compliant regarding quality
12149,1296,37,3,17,943,0.02,0.08,N,O,1993-03-26,1993-04-08,1993-04-12,NONE,REG AIR,fragile items inside
10839,436,28,6,11,708,0.04,0.02,R,F,1998-10-31,1998-11-19,1998-11-10,COLLECT COD,TRUCK,regular customer request
19279,1968,68,5,44,94,0.01,0.06,N,O,1995-08-04,1995-08-18,1995-08-19,TAKE BACK RETURN,TRUCK,urgent delivery needed
15465,235,91,6,6,530,0.05,0.02,N,F,1994-11-10,1994-11-24,1994-11-17,DELIVER IN PERSON,SHIP,regular customer request
16678,1374,65,2,5,917,0.01,0.04,N,O,1992-01-28,1992-03-17,1992-02-07,DELIVER IN PERSON,AIR,regular customer request
2359,828,8,4,12,695,0.05,0.01,R,F,1995-09-27,1995-11-05,1995-10-02,DELIVER IN PERSON,SHIP,check packaging carefully
7398,1670,69,4,41,627,0.1,0.0,N,O,1995-01-23,1995-03-12,1995-01-27,COLLECT COD,SHIP,delayed by supplier
7491,684,84,4,32,440,0.05,0.06,R,F,1998-12-26,1999-01-18,1999-01-04,COLLECT COD,AIR,urgent delivery needed
19365,324,89,7,46,244,0.0,0.08,A,F,1996-03-04,1996-04-16,1996-03-21,TAKE BACK RETURN,FOB,delayed by supplier
6724,620,47,7,40,665,0.02,0.04,R,O,1992-01-04,1992-02-06,1992-01-27,NONE,MAIL,fragile items inside
11394,344,37,1,21,202,0.03,0.06,R,O,1996-07-17,1996-08-21,1996-07-30,NONE,SHIP,regular customer request
1532,1500,12,3,23,711,0.01,0.02,R,F,1996-01-19,1996-02-06,1996-01-29,COLLECT COD,TRUCK,fragile items inside
2382,333,31,7,45,789,0.01,0.0,A,O,1994-02-28,1994-04-08,1994-03-17,TAKE BACK RETURN,TRUCK,fragile items inside
8588,1108,56,6,45,674,0.04,0.04,N,F,1998-03-21,1998-05-19,1998-03-27,COLLECT COD,AIR,urgent delivery needed
6846,1163,11,6,31,491,0.03,0.08,N,F,1998-04-06,1998-05-11,1998-04-12,DELIVER IN PERSON,SHIP,customer compliant regarding quality
15044,316,64,2,32,918,0.01,0.08,A,O,1998-04-05,1998-05-29,1998-04-14,TAKE BACK RETURN,TRUCK,urgent delivery needed
18938,1366,32,2,49,143,0.1,0.02,N,F,1994-12-14,1995-01-01,1994-12-21,NONE,SHIP,customer compliant regarding quality
2473,1191,54,4,13,488,0.04,0.04,N,O,1997-03-18,1997-05-02,1997-03-24,COLLECT COD,TRUCK,check packaging carefully
19030,1723,95,2,2,985,0.02,0.04,R,O,1994-06-09,1994-08-01,1994-06-15,TAKE BACK RETURN,SHIP,check packaging carefully
5464,547,16,6,25,368,0.04,0.06,R,F,1995-08-17,1995-09-15,1995-09-13,COLLECT COD,RAIL,regular customer request
17840,1395,85,4,9,915,0.01,0.04,R,F,1995-11-11,1996-01-02,1995-11-22,DELIVER IN PERSON,MAIL,check packaging carefully
18205,301,7,3,3,323,0.04,0.01,N,O,1995-10-19,1995-11-13,1995-10-25,COLLECT COD,SHIP,fragile items inside
8273,105,78,1,39,244,0.03,0.0,A,O,1997-03-05,1997-04-22,1997-03-18,COLLECT COD,FOB,urgent delivery needed
3317,1915,24,6,24,484,0.0,0.04,R,F,1994-02-11,1994-03-12,1994-02-24,TAKE BACK RETURN,FOB,regular customer request
2042,365,43,6,10,349,0.04,0.08,N,O,1993-11-30,1994-01-25,1993-12-23,DELIVER IN PERSON,FOB,delayed by supplier
8678,1830,76,5,10,901,0.01,0.01,A,F,1997-02-01,1997-02-17,1997-02-02,TAKE BACK RETURN,AIR,delayed by supplier
10127,1655,23,2,6,980,0.05,0.0,R,F,1993-12-19,1994-02-03,1993-12-27,TAKE BACK RETURN,SHIP,customer compliant regarding quality
10899,1962,90,1,11,329,0.04,0.01,A,O,1997-06-17,1997-07-07,1997-06-18,COLLECT COD,AIR,fragile items inside
6167,1433,89,6,46,642,0.02,0.01,N,F,1994-03-02,1994-03-30,1994-03-26,DELIVER IN PERSON,RAIL,urgent delivery needed
3955,725,9,5,22,710,0.05,0.0,N,O,1992-11-28,1992-12-25,1992-11-30,COLLECT COD,FOB,customer compliant regarding quality
16435,1114,9,2,29,981,0.03,0.04,A,F,1992-06-06,1992-07-16,1992-06-08,DELIVER IN PERSON,AIR,fragile items inside
10797,1977,18,2,35,426,0.04,0.04,R,F,1996-01-17,1996-02-04,1996-02-14,COLLECT COD,SHIP,check packaging carefully
16205,1833,52,4,42,831,0.04,0.08,A,O,1995-09-04,1995-09-15,1995-09-26,NONE,SHIP,fragile items inside
1944,1496,62,2,36,699,0.05,0.04,R,O,1995-12-12,1996-01-10,1996-01-01,TAKE BACK RETURN,FOB,customer compliant regarding quality
17310,1894,82,1,15,687,0.0,0.01,A,F,1992-04-15,1992-05-13,1992-04-16,COLLECT COD,RAIL,urgent delivery needed
16554,1259,12,6,44,181,0.03,0.01,A,O,1994-03-31,1994-05-18,1994-04-29,COLLECT COD,MAIL,fragile items inside
712,1043,39,3,2,316,0.1,0.08,A,F,1992-04-29,1992-05-20,1992-05-16,TAKE BACK RETURN,TRUCK,customer compliant regarding quality
14724,1331,83,2,47,172,0.1,0.02,A,F,1995-08-07,1995-08-20,1995-08-21,TAKE BACK RETURN,RAIL,fragile items inside
16550,648,63,2,6,344,0.1,0.0,N,O,1996-03-18,1996-03-28,1996-03-20,TAKE BACK RETURN,TRUCK,customer compliant regarding quality
13187,372,29,7,9,193,0.02,0.02,A,F,1995-10-30,1995-12-09,1995-11-26,NONE,FOB,delayed by supplier
17485,1141,71,6,38,609,0.1,0.06,A,F,1998-03-18,1998-04-30,1998-03-22,NONE,AIR,regular customer request
6064,983,80,5,28,920,0.04,0.04,N,F,1996-02-18,1996-04-02,1996-03-13,TAKE BACK RETURN,SHIP,urgent delivery needed
13828,413,70,6,47,384,0.02,0.04,A,F,1992-10-01,1992-10-20,1992-10-03,NONE,RAIL,delayed by supplier
1944,442,11,6,30,64,0.05,0.08,R,F,1995-09-07,1995-10-23,1995-09-23,TAKE BACK RETURN,MAIL,check packaging carefully
10164,68,78,4,3,769,0.02,0.01,R,O,1998-08-25,1998-09-09,1998-09-17,NONE,MAIL,delayed by supplier
6989,1855,93,2,24,193,0.0,0.02,A,F,1996-01-19,1996-02-16,1996-01-21,NONE,TRUCK,regular customer request
10281,227,94,7,43,138,0.03,0.01,A,F,1992-08-14,1992-08-31,1992-08-20,TAKE BACK RETURN,MAIL,check packaging carefully
6837,276,95,4,37,916,0.0,0.0,R,O,1998-08-24,1998-09-25,1998-09-08,TAKE BACK RETURN,REG AIR,urgent delivery needed
11019,49,91,7,38,152,0.02,0.08,N,F,1992-09-07,1992-10-02,1992-10-02,NONE,TRUCK,fragile items inside
4561,1202,5,5,37,612,0.02,0.0,A,O,1992-03-02,1992-04-01,1992-03-25,COLLECT COD,FOB,urgent delivery needed
9408,510,81,1,6,526,0.0,0.02,N,O,1994-05-29,1994-07-09,1994-06-17,TAKE BACK RETURN,RAIL,customer compliant regarding quality
11639,1804,48,3,7,134,0.02,0.04,N,F,1998-08-01,1998-09-23,1998-08-10,COLLECT COD,AIR,customer compliant regarding quality
11516,434,12,2,1,373,0.1,0.08,N,O,1992-02-19,1992-04-12,1992-03-02,DELIVER IN PERSON,AIR,regular customer request
8943,1138,75,1,42,689,0.01,0.04,N,F,1995-09-09,1995-10-19,1995-10-06,NONE,SHIP,delayed by supplier
116,1312,38,3,7,587,0.01,0.01,R,F,1995-11-15,1995-12-25,1995-12-11,DELIVER IN PERSON,MAIL,urgent delivery needed
7402,553,45,1,33,621,0.04,0.02,A,O,1998-07-21,1998-08-13,1998-08-07,COLLECT COD,AIR,urgent delivery needed
966,372,39,5,32,894,0.1,0.0,R,O,1995-02-22,1995-04-20,1995-03-22,NONE,AIR,urgent delivery needed
14826,298,1,7,47,151,0.1,0.06,N,F,1997-06-25,1997-08-21,1997-07-19,NONE,RAIL,fragile items inside
5528,1487,28,1,47,104,0.04,0.01,A,F,1995-10-18,1995-12-10,1995-11-08,DELIVER IN PERSON,FOB,delayed by supplier
12783,1942,84,2,24,948,0.01,0.08,A,F,1993-11-02,1993-12-18,1993-11-27,DELIVER IN PERSON,MAIL,customer compliant regarding quality
12197,1279,16,7,31,668,0.1,0.02,N,O,1993-03-26,1993-04-27,1993-03-31,COLLECT COD,MAIL,delayed by supplier
14822,214,80,7,28,470,0.1,0.01,N,O,1997-07-14,1997-09-10,1997-07-30,COLLECT COD,MAIL,urgent delivery needed
2312,1091,92,7,9,83,0.1,0.04,N,O,1994-04-28,1994-06-19,1994-04-29,COLLECT COD,RAIL,fragile items inside
1380,1937,34,5,9,489,0.1,0.08,A,F,1992-04-29,1992-06-03,1992-05-22,NONE,MAIL,check packaging carefully
7053,1454,21,5,36,322,0.0,0.01,A,F,1993-12-18,1994-01-11,1994-01-01,TAKE BACK RETURN,MAIL,fragile items inside
15046,293,37,4,42,178,0.05,0.02,A,F,1995-06-03,1995-07-04,1995-06-16,COLLECT COD,AIR,urgent delivery needed
6191,515,68,3,29,53,0.01,0.04,R,F,1997-01-07,1997-02-21,1997-02-04,DELIVER IN PERSON,REG AIR,urgent delivery needed
469,1817,58,3,13,817,0.0,0.06,R,O,1993-04-22,1993-05-21,1993-05-08,NONE,TRUCK,regular customer request
353,77,25,4,9,757,0.01,0.04,N,F,1998-04-14,1998-05-18,1998-04-25,TAKE BACK RETURN,FOB,delayed by supplier
12638,88,87,4,48,178,0.03,0.08,R,F,1994-06-30,1994-08-05,1994-07-12,TAKE BACK RETURN,AIR,delayed by supplier
16179,394,36,2,3,806,0.01,0.02,N,F,1992-09-09,1992-10-09,1992-10-01,TAKE BACK RETURN,FOB,urgent delivery needed
4550,809,30,5,39,26,0.03,0.06,R,O,1992-11-01,1992-11-30,1992-11-27,COLLECT COD,AIR,customer compliant regarding quality
6120,1775,26,3,7,643,0.03,0.02,R,O,1998-02-08,1998-03-19,1998-02-28,NONE,MAIL,check packaging carefully
14151,1195,45,1,7,91,0.04,0.08,N,F,1992-08-31,1992-10-11,1992-09-09,COLLECT COD,SHIP,customer compliant regarding quality
14075,16,47,6,8,650,0.01,0.0,N,F,1998-12-18,1999-01-21,1999-01-11,NONE,AIR,delayed by supplier
5441,1017,32,4,33,344,0.04,0.04,N,F,1995-09-09,1995-09-27,1995-10-01,TAKE BACK RETURN,REG AIR,check packaging carefully
954,244,27,5,24,676,0.1,0.08,R,F,1995-08-20,1995-10-16,1995-08-22,TAKE BACK RETURN,SHIP,urgent delivery needed
16326,651,67,7,4,104,0.0,0.04,N,O,1997-12-19,1998-01-23,1998-01-01,NONE,TRUCK,check packaging carefully
13247,844,3,3,5,792,0.02,0.06,N,F,1992-08-08,1992-08-27,1992-08-22,TAKE BACK RETURN,MAIL,delayed by supplier
158,1562,41,7,16,666,0.01,0.02,A,F,1992-09-20,1992-11-08,1992-09-21,COLLECT COD,MAIL,regular customer request
4670,1435,6,6,23,872,0.1,0.01,N,F,1992-03-14,1992-04-18,1992-03-19,TAKE BACK RETURN,FOB,urgent delivery needed
18776,1932,79,4,44,248,0.01,0.04,R,O,1994-11-06,1994-11-30,1994-12-01,TAKE BACK RETURN,TRUCK,fragile items inside
426,393,64,1,46,921,0.01,0.04,R,F,1996-01-03,1996-01-27,1996-01-29,NONE,RAIL,delayed by supplier
9878,1468,38,2,3,961,0.02,0.04,A,F,1995-05-23,1995-07-14,1995-05-26,COLLECT COD,SHIP,fragile items inside
19236,944,65,3,29,422,0.01,0.08,A,F,1995-02-06,1995-02-25,1995-03-04,NONE,AIR,urgent delivery needed
19731,648,18,3,38,530,0.04,0.01,N,O,1998-08-23,1998-10-13,1998-09-09,DELIVER IN PERSON,FOB,delayed by supplier
16261,199,14,6,6,984,0.1,0.08,R,O,1994-01-28,1994-03-04,1994-01-30,COLLECT COD,TRUCK,customer compliant regarding quality
2552,1064,8,6,16,822,0.01,0.04,R,O,1994-06-03,1994-07-09,1994-06-14,DELIVER IN PERSON,FOB,urgent delivery needed
12429,633,72,4,36,213,0.01,0.04,A,F,1996-05-30,1996-07-03,1996-06-24,NONE,AIR,regular customer request
4365,561,27,2,27,873,0.05,0.04,A,F,1993-04-06,1993-04-16,1993-04-17,NONE,RAIL,urgent delivery needed
11981,522,72,6,39,727,0.0,0.08,N,F,1997-03-18,1997-05-02,1997-03-24,TAKE BACK RETURN,RAIL,regular customer request
5511,601,77,2,24,508,0.01,0.0,A,F,1997-11-22,1997-12-04,1997-11-24,NONE,AIR,regular customer request
17786,1299,23,2,27,282,0.0,0.08,N,F,1996-02-14,1996-03-30,1996-02-29,DELIVER IN PERSON,REG AIR,urgent delivery needed
51,701,41,2,5,125,0.05,0.06,A,F,1995-08-14,1995-09-09,1995-08-30,TAKE BACK RETURN,SHIP,check packaging carefully
3566,1853,32,7,47,78,0.0,0.0,A,F,1992-02-27,1992-03-20,1992-03-19,TAKE BACK RETURN,MAIL,urgent delivery needed
15128,529,93,6,29,670,0.0,0.06,N,F,1995-06-13,1995-08-07,1995-06-29,DELIVER IN PERSON,TRUCK,fragile items inside
6751,399,92,4,41,745,0.1,0.0,N,F,1996-11-07,1996-11-17,1996-11-22,TAKE BACK RETURN,TRUCK,fragile items inside
8236,1681,66,7,46,610,0.1,0.02,R,O,1995-06-24,1995-07-31,1995-07-02,DELIVER IN PERSON,RAIL,fragile items inside
10276,1555,17,4,12,794,0.1,0.0,N,F,1994-12-16,1995-01-25,1995-01-06,DELIVER IN PERSON,TRUCK,customer compliant regarding quality
12345,1671,39,1,40,712,0.01,0.01,R,F,1996-06-07,1996-06-26,1996-06-28,TAKE BACK RETURN,SHIP,regular customer request
14495,1825,33,1,47,740,0.01,0.06,R,F,1998-04-16,1998-06-03,1998-05-09,DELIVER IN PERSON,AIR,check packaging carefully
2631,548,15,6,18,300,0.01,0.08,N,F,1992-01-19,1992-01-29,1992-02-11,NONE,SHIP,customer compliant regarding quality
15952,1630,79,3,26,614,0.01,0.0,R,O,1998-12-06,1999-01-09,1999-01-04,COLLECT COD,MAIL,delayed by supplier
18096,735,20,3,15,74,0.02,0.02,N,F,1993-12-04,1994-01-13,1993-12-15,COLLECT COD,AIR,customer compliant regarding quality
19667,1468,61,7,49,208,0.05,0.04,A,O,1996-12-04,1996-12-31,1996-12-15,TAKE BACK RETURN,TRUCK,check packaging carefully
18690,1452,45,4,48,995,0.05,0.0,A,O,1996-07-09,1996-08-03,1996-08-05,TAKE BACK RETURN,FOB,customer compliant regarding quality
5102,685,72,2,15,674,0.02,0.06,N,O,1993-06-02,1993-07-17,1993-06-23,TAKE BACK RETURN,REG AIR,fragile items inside
8067,1326,95,1,43,159,0.01,0.04,R,F,1994-11-23,1994-12-04,1994-12-10,COLLECT COD,RAIL,check packaging carefully
6444,152,69,5,18,78,0.04,0.04,N,O,1997-11-14,1997-12-26,1997-11-21,NONE,RAIL,delayed by supplier
16064,1965,6,1,9,940,0.03,0.08,R,O,1992-05-17,1992-07-05,1992-06-03,DELIVER IN PERSON,FOB,check packaging carefully
3505,1968,40,3,13,157,0.04,0.08,A,F,1995-04-26,1995-06-16,1995-05-23,TAKE BACK RETURN,SHIP,regular customer request
4469,1203,86,7,45,953,0.01,0.02,R,O,1992-12-10,1993-02-05,1993-01-04,COLLECT COD,SHIP,delayed by supplier
14863,509,89,2,46,317,0.1,0.02,A,O,1992-10-23,1992-12-08,1992-10-26,DELIVER IN PERSON,SHIP,fragile items inside
8459,643,53,2,15,431,0.02,0.02,R,F,1992-06-30,1992-08-19,1992-07-24,TAKE BACK RETURN,MAIL,urgent delivery needed
8515,719,5,4,7,426,0.0,0.08,R,O,1992-09-14,1992-11-04,1992-09-19,DELIVER IN PERSON,AIR,check packaging carefully
4892,605,82,7,36,532,0.03,0.02,N,O,1998-09-19,1998-10-31,1998-10-04,NONE,REG AIR,regular customer request
12036,1040,8,3,43,56,0.02,0.0,R,O,1998-05-03,1998-06-10,1998-05-15,NONE,TRUCK,customer compliant regarding quality
4440,1738,83,3,32,406,0.1,0.06,A,F,1995-09-11,1995-10-12,1995-09-24,DELIVER IN PERSON,AIR,fragile items inside
4529,354,64,4,44,449,0.02,0.04,R,F,1998-04-24,1998-05-26,1998-05-08,COLLECT COD,MAIL,regular customer request
17782,327,20,2,45,484,0.04,0.08,N,F,1998-03-05,1998-03-29,1998-03-15,TAKE BACK RETURN,MAIL,check packaging carefully
1677,278,85,1,39,884,0.0,0.02,N,O,1992-06-24,1992-07-10,1992-07-20,DELIVER IN PERSON,RAIL,delayed by supplier
14410,506,12,7,48,436,0.01,0.01,N,O,1992-04-27,1992-06-01,1992-05-15,COLLECT COD,FOB,urgent delivery needed
8424,373,62,2,48,302,0.03,0.04,R,O,1995-09-14,1995-09-26,1995-09-27,NONE,FOB,customer compliant regarding quality
17336,835,96,2,49,898,0.03,0.0,N,O,1995-07-02,1995-07-27,1995-07-13,NONE,RAIL,delayed by supplier
7100,304,70,6,37,954,0.04,0.01,A,O,1997-08-03,1997-09-29,1997-08-19,NONE,AIR,customer compliant regarding quality
19302,316,59,7,29,55,0.02,0.08,N,F,1993-02-12,1993-04-12,1993-03-12,TAKE BACK RETURN,RAIL,regular customer request
1130,402,81,5,14,398,0.03,0.01,R,O,1998-02-28,1998-04-20,1998-03-29,COLLECT COD,FOB,fragile items inside
16942,1654,20,1,39,535,0.02,0.06,N,O,1996-08-01,1996-08-17,1996-08-05,NONE,RAIL,regular customer request
13689,1741,50,6,4,564,0.03,0.0,N,F,1998-08-02,1998-08-16,1998-08-06,COLLECT COD,AIR,regular customer request
8049,1256,4,7,13,842,0.0,0.08,R,O,1992-05-23,1992-07-09,1992-05-27,TAKE BACK RETURN,REG AIR,regular customer request
15160,1531,31,6,10,677,0.05,0.0,R,O,1992-08-19,1992-09-17,1992-08-27,NONE,MAIL,regular customer request
19833,1734,44,3,14,324,0.03,0.01,A,O,1993-11-01,1993-12-20,1993-11-24,NONE,MAIL,customer compliant regarding quality
12099,1190,27,2,48,114,0.0,0.04,A,O,1998-10-05,1998-10-30,1998-10-15,NONE,RAIL,urgent delivery needed
9914,1308,94,5,22,23,0.03,0.08,A,F,1994-08-20,1994-09-01,1994-08-21,TAKE BACK RETURN,SHIP,check packaging carefully
816,1798,33,6,35,799,0.04,0.04,N,F,1994-02-19,1994-03-05,1994-03-04,COLLECT COD,AIR,urgent delivery needed
10986,1817,26,2,6,112,0.03,0.01,R,O,1997-06-09,1997-07-10,1997-06-27,DELIVER IN PERSON,FOB,regular customer request
4947,31,79,7,35,177,0.1,0.08,N,F,1992-05-24,1992-06-04,1992-06-04,TAKE BACK RETURN,RAIL,regular customer request
10120,1540,96,1,5,941,0.1,0.02,A,O,1995-08-10,1995-09-27,1995-09-02,DELIVER IN PERSON,SHIP,fragile items inside
16665,220,35,5,16,749,0.0,0.02,N,F,1993-08-22,1993-09-09,1993-08-24,DELIVER IN PERSON,SHIP,regular customer request
13187,1721,67,4,3,573,0.1,0.08,N,F,1994-03-08,1994-04-03,1994-04-03,TAKE BACK RETURN,FOB,check packaging carefully
18535,425,65,7,47,879,0.0,0.08,A,O,1992-11-11,1992-12-04,1992-11-28,NONE,FOB,check packaging carefully
7185,661,1,4,3,990,0.05,0.04,A,O,1994-09-03,1994-09-26,1994-09-10,NONE,RAIL,delayed by supplier
12822,1383,34,3,44,221,0.01,0.01,A,O,1995-05-11,1995-05-30,1995-05-24,COLLECT COD,REG AIR,customer compliant regarding quality
18119,1513,7,3,49,527,0.02,0.04,N,F,1993-03-03,1993-04-25,1993-03-05,COLLECT COD,RAIL,regular customer request
17231,1934,13,2,14,438,0.02,0.06,N,O,1992-09-02,1992-09-28,1992-09-11,DELIVER IN PERSON,FOB,delayed by supplier
15747,378,96,5,28,670,0.1,0.04,R,F,1993-06-14,1993-07-27,1993-06-19,DELIVER IN PERSON,MAIL,regular customer request
9047,1401,99,7,28,830,0.1,0.08,R,F,1996-01-09,1996-02-19,1996-01-25,DELIVER IN PERSON,FOB,check packaging carefully
13953,60,79,5,47,150,0.04,0.01,R,F,1992-03-10,1992-04-10,1992-03-27,NONE,FOB,customer compliant regarding quality
6477,923,16,6,12,708,0.1,0.01,A,F,1995-01-08,1995-01-29,1995-01-19,TAKE BACK RETURN,RAIL,fragile items inside
16179,1973,99,3,13,917,0.04,0.02,A,F,1995-10-31,1995-12-07,1995-11-24,NONE,SHIP,delayed by supplier
10887,1200,75,3,33,258,0.01,0.0,R,O,1994-03-19,1994-04-07,1994-04-14,DELIVER IN PERSON,FOB,regular customer request
19895,1155,82,2,13,248,0.03,0.0,N,O,1995-12-05,1996-01-14,1995-12-18,TAKE BACK RETURN,REG AIR,fragile items inside
7190,100,30,2,30,121,0.0,0.04,N,O,1996-06-11,1996-07-30,1996-07-01,DELIVER IN PERSON,REG AIR,customer compliant regarding quality
8108,1538,88,1,2,830,0.04,0.08,N,O,1998-01-30,1998-02-17,1998-02-11,COLLECT COD,RAIL,urgent delivery needed
11117,1082,90,7,15,605,0.0,0.01,R,O,1998-11-19,1998-12-19,1998-12-13,TAKE BACK RETURN,SHIP,urgent delivery needed
123,1312,59,2,42,896,0.1,0.0,N,F,1995-04-06,1995-04-21,1995-04-28,COLLECT COD,TRUCK,fragile items inside
4767,1065,19,2,3,690,0.03,0.06,R,F,1996-11-15,1996-12-30,1996-11-18,TAKE BACK RETURN,MAIL,delayed by supplier
19392,72,40,3,26,162,0.05,0.06,A,F,1993-01-30,1993-03-08,1993-02-05,DELIVER IN PERSON,SHIP,check packaging carefully
6166,362,86,3,3,554,0.04,0.08,A,O,1994-09-03,1994-10-25,1994-09-28,COLLECT COD,RAIL,regular customer request
10358,1197,62,4,49,503,0.03,0.0,R,O,1995-09-21,1995-10-23,1995-09-22,COLLECT COD,SHIP,delayed by supplier
8897,1872,77,2,26,121,0.05,0.06,N,O,1993-03-21,1993-04-09,1993-04-04,NONE,MAIL,urgent delivery needed
19848,1648,46,1,11,349,0.05,0.08,A,O,1994-07-19,1994-09-13,1994-07-28,NONE,FOB,delayed by supplier
460,1183,34,6,38,550,0.0,0.0,N,O,1993-03-30,1993-05-13,1993-04-28,TAKE BACK RETURN,TRUCK,fragile items inside
13650,957,35,2,23,911,0.01,0.08,A,F,1996-07-11,1996-07-25,1996-07-28,COLLECT COD,AIR,regular customer request
12826,1916,97,5,20,928,0.1,0.0,N,F,1993-11-27,1994-01-02,1993-12-08,NONE,RAIL,regular customer request
12517,1714,7,5,30,85,0.05,0.01,R,F,1996-02-03,1996-02-25,1996-02-24,NONE,MAIL,regular customer request
18620,130,3,3,35,461,0.04,0.0,R,O,1992-04-16,1992-06-07,1992-04-19,COLLECT COD,REG AIR,urgent delivery needed
1197,963,87,6,18,408,0.1,0.08,N,O,1996-09-14,1996-10-23,1996-09-28,DELIVER IN PERSON,RAIL,delayed by supplier
14712,571,49,4,33,268,0.04,0.0,R,F,1992-06-03,1992-06-17,1992-06-11,TAKE BACK RETURN,MAIL,check packaging carefully
15762,264,50,6,24,531,0.02,0.08,R,F,1993-05-07,1993-06-13,1993-05-28,NONE,RAIL,fragile items inside
15596,1167,50,3,28,207,0.05,0.04,N,O,1996-01-18,1996-02-25,1996-02-03,COLLECT COD,SHIP,check packaging carefully
12931,1464,16,2,45,161,0.03,0.08,A,O,1995-05-19,1995-06-26,1995-05-26,DELIVER IN PERSON,AIR,regular customer request
15633,792,84,1,36,184,0.0,0.06,R,O,1996-04-27,1996-05-20,1996-05-05,NONE,MAIL,fragile items inside
15422,1718,96,4,48,763,0.01,0.08,N,F,1996-02-12,1996-02-22,1996-03-05,COLLECT COD,RAIL,delayed by supplier
7745,247,78,3,5,991,0.05,0.02,N,O,1993-08-08,1993-08-25,1993-08-18,NONE,TRUCK,delayed by supplier
12986,83,9,4,19,253,0.05,0.02,A,F,1993-03-14,1993-04-12,1993-04-04,COLLECT COD,MAIL,check packaging carefully
16923,393,20,6,6,899,0.02,0.04,R,F,1998-11-25,1999-01-04,1998-11-26,DELIVER IN PERSON,FOB,fragile items inside
3111,651,81,7,8,895,0.02,0.08,A,O,1993-04-04,1993-05-19,1993-04-06,COLLECT COD,TRUCK,delayed by supplier
8436,1034,7,6,34,864,0.05,0.08,N,F,1997-10-27,1997-12-04,1997-11-09,DELIVER IN PERSON,TRUCK,regular customer request
19897,752,90,7,17,376,0.03,0.0,A,F,1992-01-08,1992-02-04,1992-01-31,TAKE BACK RETURN,MAIL,check packaging carefully
65,1071,56,6,33,330,0.04,0.08,A,F,1996-01-08,1996-02-17,1996-01-17,COLLECT COD,MAIL,check packaging carefully
4720,444,46,7,49,964,0.0,0.04,R,F,1995-11-05,1995-11-28,1995-11-23,NONE,TRUCK,delayed by supplier
18919,1914,96,2,2,777,0.01,0.0,A,F,1994-08-31,1994-10-24,1994-09-15,COLLECT COD,MAIL,customer compliant regarding quality
15968,347,51,6,24,444,0.05,0.0,R,O,1992-06-10,1992-07-23,1992-06-30,TAKE BACK RETURN,REG AIR,urgent delivery needed
3254,1970,80,5,9,431,0.1,0.01,N,F,1998-10-08,1998-11-04,1998-10-25,NONE,SHIP,urgent delivery needed
3034,965,85,1,48,995,0.04,0.06,R,F,1993-01-18,1993-03-09,1993-01-30,DELIVER IN PERSON,AIR,customer compliant regarding quality
